feature|tag|min_value|max_value
ft_dev_root_blacklist|2-1,2-2||
ft_dev_root_blacklist|2-1,3||
ft_dev_root_blacklist|3||
ft_dev_trust|1||
ft_dev_trust|0||
ft_dev_virtual|0||
ft_dev_virtual|1||
ft_dev_xposed|0||
ft_dev_xposed|1||
ft_gezhen_multi_loan_level|high||
ft_gezhen_multi_loan_level|middle||
ft_gezhen_multi_loan_level|low||
ft_gezhen_multi_loan_level|none||
ft_gz_sensitive_area|1||
ft_gz_sensitive_area|2||
ft_gz_sensitive_area|3||
ft_gz_sensitive_area|3.5||
ft_gz_sensitive_area|4||
ft_lbs_entertainment_a_12w_days|0||
ft_lbs_entertainment_a_12w_days|1||
ft_lbs_entertainment_a_12w_days|2||
ft_lbs_entertainment_a_12w_days|3||
ft_lbs_entertainment_b_12w_days|0||
ft_lbs_entertainment_b_12w_days|1||
ft_lbs_entertainment_b_12w_days|2||
ft_lbs_entertainment_b_12w_days|3||
ft_lbs_entertainment_c_12w_days|0||
ft_lbs_entertainment_c_12w_days|1||
ft_lbs_entertainment_c_12w_days|2||
ft_lbs_entertainment_c_12w_days|3||
ft_lbs_entertainment_d_12w_days|0||
ft_lbs_entertainment_d_12w_days|1||
ft_lbs_entertainment_d_12w_days|2||
ft_lbs_entertainment_d_12w_days|3||
ft_lbs_entertainment_e_12w_days|0||
ft_lbs_entertainment_e_12w_days|1||
ft_lbs_entertainment_e_12w_days|2||
ft_lbs_entertainment_e_12w_days|3||
ft_lbs_entertainment_f_12w_days|0||
ft_lbs_entertainment_f_12w_days|1||
ft_lbs_entertainment_f_12w_days|2||
ft_lbs_entertainment_f_12w_days|3||
ft_lbs_hospital_12w_days|0||
ft_lbs_hospital_12w_days|1||
ft_lbs_hospital_12w_days|2||
ft_lbs_hospital_12w_days|3||
ft_social_blackfriends|0||
ft_social_blackfriends|1||
ft_social_blackfriends|0.9||
ft_social_blackfriends_group|0||
ft_social_blackfriends_group|1||
ft_social_blackfriends_group|0.9||
ft_tag_banking|1||
ft_tag_banking|0||
ft_tag_banking|0||
ft_tag_bas_fraudster|1||
ft_tag_bas_fraudster|0||
ft_tag_bookkeeping|0||
ft_tag_credit_card|1||
ft_tag_credit_card|0||
ft_tag_credit_card|0||
ft_tag_fitness|1||
ft_tag_fitness|0||
ft_tag_health|1||
ft_tag_health|0||
ft_tag_language_learing|1||
ft_tag_language_learing|0||
ft_tag_lottery|1||
ft_tag_lottery|0||
ft_tag_lottery|0||
ft_tag_online_learing|1||
ft_tag_online_learing|0||
ft_act_2week_rest_most_act_period_ls_hour13_18|1||
ft_act_2week_rest_most_act_period_ls_hour18_23|1||
ft_act_2week_rest_most_act_period_ls_hour8_11|1||
ft_act_2week_work_most_act_period_ls_hour13_18|1||
ft_act_2week_work_most_act_period_ls_hour18_23|1||
ft_act_2week_work_most_act_period_ls_hour8_11|1||
ft_act_cate_ls_100000|1||
ft_act_cate_ls_120000|1||
ft_act_cate_ls_140000|1||
ft_act_cate_ls_150000|1||
ft_act_cate_ls_160000|0||
ft_act_cate_ls_160000|1||
ft_act_cate_ls_200000|1||
ft_act_cate_ls_210000|1||
ft_act_cate_ls_220000|1||
ft_act_cate_ls_230000|1||
ft_act_cate_ls_240000|1||
ft_act_cate_ls_270000|1||
ft_act_cate_ls_300000|1||
ft_act_month_rest_less_act_period_ls_hour0_4|1||
ft_act_month_rest_less_act_period_ls_hour12_13|1||
ft_act_month_rest_less_act_period_ls_hour5_7|1||
ft_act_month_rest_most_act_period_ls_hour13_18|1||
ft_act_month_rest_most_act_period_ls_hour18_23|1||
ft_act_month_rest_most_act_period_ls_hour8_11|1||
ft_act_month_work_less_act_period_ls_hour0_4|1||
ft_act_month_work_less_act_period_ls_hour12_13|1||
ft_act_month_work_less_act_period_ls_hour5_7|1||
ft_act_month_work_less_act_period_ls_hour8_11|1||
ft_act_month_work_most_act_period_ls_hour13_18|1||
ft_act_month_work_most_act_period_ls_hour18_23|1||
ft_act_month_work_most_act_period_ls_hour8_11|1||
ft_andr_t1_most_interest_ls_021000|1||
ft_app_install_category_160000|0||
ft_app_install_category_160000|1||
ft_app_uninstall_category_160000|1||
ft_asset_score_b|0||
ft_asset_score_b|1||
ft_asset_score_b|2||
ft_asset_score_b|3||
ft_asset_score_b|4||
ft_asset_score_b|5||
ft_asset_score_b|6||
ft_asset_score_d|0||
ft_asset_score_d|1||
ft_asset_score_d|2||
ft_asset_score_d|3||
ft_asset_score_d|4||
ft_asset_score_d|5||
ft_asset_score_d|6||
ft_asset_score_f|0||
ft_asset_score_f|1||
ft_asset_score_f|2||
ft_asset_score_f|3||
ft_asset_score_f|4||
ft_asset_score_f|5||
ft_asset_score_f|6||
ft_consumption_score_b|0||
ft_consumption_score_b|1||
ft_consumption_score_b|2||
ft_consumption_score_b|3||
ft_consumption_score_b|4||
ft_consumption_score_b|5||
ft_consumption_score_b|6||
ft_consumption_score_b|7||
ft_consumption_score_d|0||
ft_consumption_score_d|1||
ft_consumption_score_d|2||
ft_consumption_score_d|3||
ft_consumption_score_d|4||
ft_consumption_score_d|5||
ft_consumption_score_d|6||
ft_consumption_score_d|7||
ft_consumption_score_f|0||
ft_consumption_score_f|1||
ft_consumption_score_f|2||
ft_consumption_score_f|3||
ft_consumption_score_f|4||
ft_consumption_score_f|5||
ft_consumption_score_f|6||
ft_consumption_score_f|7||
ft_cross_act_160000_tag_0844|1||
ft_cross_act_160000_tag_0844|2||
ft_cross_blackfriends_act_2w_cat_16000|1||
ft_cross_blackfriends_act_2w_cat_16000|2||
ft_cross_blackfriends_act_2w_cat_16000|3||
ft_cross_blackfriends_tag_p2p|1||
ft_cross_blackfriends_tag_p2p|2||
ft_cross_blackfriends_tag_p2p|3||
ft_cross_ins_credit_ins_largest_cate_cnt|1||
ft_cross_ins_credit_ins_largest_cate_cnt|2||
ft_cross_ins_credit_ins_largest_cate_cnt|3||
ft_cross_ins_credit_ins_largest_cate_cnt|4||
ft_cross_ins_credit_ins_largest_cate_cnt|5||
ft_cross_ins_credit_ins_largest_cate_cnt|6||
ft_cross_ins_credit_ins_largest_cate_cnt|7||
ft_cross_ins_credit_ins_largest_cate_cnt|8||
ft_cross_ins_credit_ins_largest_cate_cnt|9||
ft_cross_ins_credit_ins_largest_cate_cnt|10||
ft_cross_ins_credit_ins_largest_cate_cnt|11||
ft_cross_ins_credit_ins_largest_cate_cnt|12||
ft_cross_ins_credit_ins_largest_cate_cnt|13||
ft_cross_ins_credit_ins_largest_cate_cnt|14||
ft_cross_ins_credit_ins_largest_cate_cnt|15||
ft_cross_ins_credit_ins_largest_cate_cnt|16||
ft_cross_ins_credit_ins_largest_cate_cnt|17||
ft_cross_ins_credit_ins_largest_cate_cnt|18||
ft_cross_ins_credit_ins_largest_cate_cnt|19||
ft_cross_ins_credit_ins_largest_cate_cnt|20||
ft_cross_ins_credit_ins_largest_cate_cnt|21||
ft_cross_ins_credit_ins_largest_cate_cnt|22||
ft_cross_ins_credit_ins_largest_cate_cnt|23||
ft_cross_ins_credit_ins_largest_cate_cnt|24||
ft_cross_ins_loan_tag_business_travel|1||
ft_cross_ins_loan_tag_business_travel|2||
ft_cross_ins_loan_tag_business_travel|3||
ft_cross_ins_loan_tag_business_travel|4||
ft_cross_ins_loan_tag_p2p|1||
ft_cross_ins_loan_tag_p2p|2||
ft_cross_ins_loan_tag_p2p|3||
ft_cross_ins_loan_tag_p2p|4||
ft_cross_ins_loan_tag_p2p|5||
ft_cross_ins_loan_tag_p2p|6||
ft_cross_ins_loan_tag_p2p|7||
ft_cross_ins_loan_tag_p2p|8||
ft_cross_ins_wifilocating_tag_credit_card|1||
ft_cross_ins_wifilocating_tag_credit_card|2||
ft_cross_ins_wifilocating_tag_credit_card|3||
ft_cross_lbs_staycity_ins_160000|1||
ft_cross_lbs_staycity_ins_160000|2||
ft_cross_lbs_staycity_ins_160000|3||
ft_cross_lbs_staycity_ins_160000|4||
ft_cross_tag_city_level1_housing_price|1||
ft_cross_tag_city_level1_housing_price|2||
ft_cross_tag_city_level1_housing_price|3||
ft_cross_tag_city_level1_housing_price|4||
ft_cross_tag_city_level1_housing_price|5||
ft_cross_tag_city_level1_housing_price|6||
ft_cross_tag_city_level1_price|1||
ft_cross_tag_city_level1_price|2||
ft_cross_tag_city_level1_price|3||
ft_cross_tag_city_level1_price|4||
ft_cross_tag_city_level1_price|5||
ft_cross_tag_city_level1_price|6||
ft_cross_tag_city_level1_price|7||
ft_cross_tag_city_level1_price|8||
ft_cross_tag_city_level1_price|9||
ft_cross_tag_city_level1_price|10||
ft_cross_tag_city_level2_housing_price|1||
ft_cross_tag_city_level2_housing_price|2||
ft_cross_tag_city_level2_housing_price|3||
ft_cross_tag_city_level2_housing_price|4||
ft_cross_tag_city_level2_housing_price|5||
ft_cross_tag_city_level2_housing_price|6||
ft_cross_tag_city_level2_price|1||
ft_cross_tag_city_level2_price|2||
ft_cross_tag_city_level2_price|3||
ft_cross_tag_city_level2_price|4||
ft_cross_tag_city_level2_price|5||
ft_cross_tag_city_level2_price|6||
ft_cross_tag_city_level2_price|7||
ft_cross_tag_city_level2_price|8||
ft_cross_tag_city_level2_price|9||
ft_cross_tag_city_level2_price|10||
ft_cross_tag_city_level3_housing_price|1||
ft_cross_tag_city_level3_housing_price|2||
ft_cross_tag_city_level3_housing_price|3||
ft_cross_tag_city_level3_housing_price|4||
ft_cross_tag_city_level3_housing_price|5||
ft_cross_tag_city_level3_housing_price|6||
ft_cross_tag_city_level3_price|1||
ft_cross_tag_city_level3_price|2||
ft_cross_tag_city_level3_price|3||
ft_cross_tag_city_level3_price|4||
ft_cross_tag_city_level3_price|5||
ft_cross_tag_city_level3_price|6||
ft_cross_tag_city_level3_price|7||
ft_cross_tag_city_level3_price|8||
ft_cross_tag_city_level3_price|9||
ft_cross_tag_city_level3_price|10||
ft_cross_tag_city_level4_housing_price|1||
ft_cross_tag_city_level4_housing_price|2||
ft_cross_tag_city_level4_housing_price|3||
ft_cross_tag_city_level4_housing_price|4||
ft_cross_tag_city_level4_housing_price|5||
ft_cross_tag_city_level4_housing_price|6||
ft_cross_tag_city_level4_price|1||
ft_cross_tag_city_level4_price|2||
ft_cross_tag_city_level4_price|3||
ft_cross_tag_city_level4_price|4||
ft_cross_tag_city_level4_price|5||
ft_cross_tag_city_level4_price|6||
ft_cross_tag_city_level4_price|7||
ft_cross_tag_city_level4_price|8||
ft_cross_tag_city_level4_price|9||
ft_cross_tag_city_level4_price|10||
ft_cross_tag_college_student_tag_p2p|1||
ft_cross_tag_college_student_tag_p2p|2||
ft_cross_tag_college_student_tag_p2p|3||
ft_cross_tag_college_student_tag_p2p|4||
ft_cross_tag_college_student_tag_p2p|5||
ft_cross_tag_college_student_tag_p2p|6||
ft_cross_tag_p2p_tag_lifeservice|1||
ft_cross_tag_p2p_tag_lifeservice|2||
ft_cross_tag_p2p_tag_lifeservice|3||
ft_cross_unins_app_ins_160000|1||
ft_cross_unins_app_ins_160000|2||
ft_dev_timezone|1||
ft_dev_timezone|2||
ft_dev_timezone|3||
ft_dev_timezone|4||
ft_dev_timezone|5||
ft_dev_timezone|6||
ft_dev_timezone|7||
ft_dev_timezone|8||
ft_dev_timezone|9||
ft_dev_timezone|10||
ft_dev_timezone|11||
ft_gz_car_price|1||
ft_gz_car_price|2||
ft_gz_car_price|3||
ft_gz_car_price|4||
ft_gz_car_price|5||
ft_gz_car_price|6||
ft_gz_car_price|7||
ft_gz_car_price|8||
ft_gz_car_price|9||
ft_gz_car_price|999||
ft_gz_consumption_capacity|1||
ft_gz_consumption_capacity|2||
ft_gz_consumption_capacity|3||
ft_gz_consumption_capacity|4||
ft_gz_consumption_capacity|5||
ft_gz_consumption_capacity|999||
ft_gz_housing_price_homeaddr_cnt|1||
ft_gz_housing_price_homeaddr_cnt|2||
ft_gz_housing_price_homeaddr_cnt|3||
ft_gz_housing_price_homeaddr_cnt|4||
ft_gz_housing_price_homeaddr_cnt|5||
ft_gz_housing_price_homeaddr_cnt|6||
ft_gz_housing_price_homeaddr_cnt|7||
ft_gz_housing_price_homeaddr_cnt|8||
ft_gz_housing_price_homeaddr_cnt|9||
ft_gz_housing_price_homeaddr_cnt|10||
ft_gz_housing_price_homeaddr_cnt|11||
ft_gz_housing_price_homeaddr_cnt|12||
ft_gz_housing_price_homeaddr_cnt|13||
ft_gz_housing_price_homeaddr_cnt|14||
ft_gz_housing_price_homeaddr_cnt|15||
ft_gz_housing_price_homeaddr_cnt|16||
ft_gz_housing_price_homeaddr_cnt|17||
ft_gz_housing_price_homeaddr_cnt|18||
ft_gz_housing_price_homeaddr_cnt|19||
ft_gz_housing_price_homeaddr_cnt|20||
ft_gz_housing_price_homeaddr_cnt|21||
ft_gz_housing_price_homeaddr_cnt|22||
ft_gz_housing_price_homeaddr_cnt|23||
ft_gz_housing_price_homeaddr_cnt|24||
ft_gz_income_1|1||
ft_gz_income_1|2||
ft_gz_income_1|3||
ft_gz_income_1|4||
ft_gz_income_1|5||
ft_gz_income_1|999||
ft_ins_app_install_category_160000|0||
ft_ins_app_install_category_160000|1||
ft_ins_app_uninstall_category_120000|0||
ft_ins_app_uninstall_category_120000|1||
ft_ins_app_uninstall_category_140000|0||
ft_ins_app_uninstall_category_140000|1||
ft_ins_app_uninstall_category_150000|0||
ft_ins_app_uninstall_category_150000|1||
ft_ins_app_uninstall_category_160000|0||
ft_ins_app_uninstall_category_160000|1||
ft_ins_app_uninstall_category_190000|0||
ft_ins_app_uninstall_category_190000|1||
ft_ins_app_uninstall_category_200000|0||
ft_ins_app_uninstall_category_200000|1||
ft_ins_app_uninstall_category_210000|0||
ft_ins_app_uninstall_category_210000|1||
ft_ins_app_uninstall_category_230000|0||
ft_ins_app_uninstall_category_230000|1||
ft_ins_app_uninstall_category_240000|0||
ft_ins_app_uninstall_category_240000|1||
ft_ins_app_uninstall_category_270000|0||
ft_ins_app_uninstall_category_270000|1||
ft_ins_app_uninstall_category_300000|0||
ft_ins_app_uninstall_category_300000|1||
ft_ins_app_uninstall_category_900400|0||
ft_ins_app_uninstall_category_900400|1||
ft_ins_largest_cate_ls_120000|0||
ft_ins_largest_cate_ls_120000|1||
ft_ins_largest_cate_ls_140000|0||
ft_ins_largest_cate_ls_140000|1||
ft_ins_largest_cate_ls_150000|0||
ft_ins_largest_cate_ls_150000|1||
ft_ins_largest_cate_ls_190000|0||
ft_ins_largest_cate_ls_190000|1||
ft_ins_largest_cate_ls_200000|0||
ft_ins_largest_cate_ls_200000|1||
ft_ins_largest_cate_ls_210000|0||
ft_ins_largest_cate_ls_210000|1||
ft_ins_largest_cate_ls_270000|0||
ft_ins_largest_cate_ls_270000|1||
ft_lbs_airport_4w_times|0||
ft_lbs_airport_4w_times|1||
ft_lbs_airport_4w_times|2||
ft_lbs_dis_label|d0         ||
ft_lbs_dis_label|d1_300     ||
ft_lbs_dis_label|d301_800   ||
ft_lbs_dis_label|d801_2500  ||
ft_lbs_dis_label|d2501_8000 ||
ft_lbs_dis_label|d8001_20000||
ft_lbs_dis_label|d20000_    ||
ft_lbs_family_12w_change_cnt|1||
ft_lbs_family_12w_change_cnt|2||
ft_lbs_family_12w_change_cnt|3||
ft_lbs_family_12w_change_cnt|4||
ft_lbs_family_12w_cnt|1||
ft_lbs_family_12w_cnt|2||
ft_lbs_family_12w_cnt|3||
ft_lbs_geo7_unusual|0||
ft_lbs_geo7_unusual|1||
ft_lbs_geo7_unusual|2||
ft_lbs_hotel_4w_days|0||
ft_lbs_hotel_4w_days|1||
ft_lbs_hotel_4w_days|2||
ft_lbs_hotel_4w_days|3||
ft_lbs_hotel_4w_level|5||
ft_lbs_hotel_4w_level|4||
ft_lbs_hotel_4w_level|3||
ft_lbs_hotel_4w_level|2||
ft_lbs_hotel_4w_level|1||
ft_lbs_house_price|1||
ft_lbs_house_price|2||
ft_lbs_house_price|3||
ft_lbs_house_price|4||
ft_lbs_house_price|5||
ft_lbs_house_price|6||
ft_lbs_property_fee|1||
ft_lbs_property_fee|2||
ft_lbs_property_fee|3||
ft_lbs_property_fee|4||
ft_lbs_property_fee|5||
ft_lbs_property_fee|6||
ft_lbs_residence_stability|false||
ft_lbs_residence_stability|true||
ft_lbs_same_night_stay_wifimac_cnt|1||
ft_lbs_same_night_stay_wifimac_cnt|2||
ft_lbs_same_night_stay_wifimac_cnt|2.5||
ft_lbs_same_night_stay_wifimac_cnt|3||
ft_lbs_stable_stops|1||
ft_lbs_stable_stops|2||
ft_lbs_stable_stops|2.5||
ft_lbs_stable_stops|3||
ft_lbs_trainstation_4w_times|0||
ft_lbs_trainstation_4w_times|1||
ft_lbs_trainstation_4w_times|2||
ft_lbs_trainstation_4w_times|3||
ft_lbs_work_12w_change_cnt|1||
ft_lbs_work_12w_change_cnt|2||
ft_lbs_work_12w_change_cnt|3||
ft_lbs_work_12w_change_cnt|4||
ft_lbs_work_12w_cnt|1||
ft_lbs_work_12w_cnt|2||
ft_lbs_work_12w_cnt|3||
ft_lbs_workplace_stability|false||
ft_lbs_workplace_stability|true||
ft_most_act_cate_ls_160000|1||
ft_stable_imsi_active_days|1||
ft_stable_imsi_active_days|2||
ft_stable_imsi_active_days|3||
ft_stable_imsi_active_days|4||
ft_stable_imsi_active_days|5||
ft_stable_imsi_active_days|6||
ft_stable_imsi_changes|1||
ft_stable_imsi_changes|2||
ft_stable_imsi_changes|2.5||
ft_stable_imsi_changes|3||
ft_stable_imsi_used_days|1||
ft_stable_imsi_used_days|2||
ft_stable_imsi_used_days|3||
ft_stable_imsi_used_days|4||
ft_stable_imsi_used_days|5||
ft_stable_imsi_used_days|6||
ft_stable_score_b|0||
ft_stable_score_b|1||
ft_stable_score_b|2||
ft_stable_score_b|3||
ft_stable_score_b|4||
ft_stable_score_b|5||
ft_stable_score_b|6||
ft_stable_score_b|7||
ft_stable_score_b|8||
ft_stable_score_b|9||
ft_stable_score_b|10||
ft_stable_score_b|11||
ft_stable_score_b|12||
ft_stable_score_b|13||
ft_stable_score_d|0||
ft_stable_score_d|1||
ft_stable_score_d|2||
ft_stable_score_d|3||
ft_stable_score_d|4||
ft_stable_score_d|5||
ft_stable_score_d|6||
ft_stable_score_d|7||
ft_stable_score_d|8||
ft_stable_score_d|9||
ft_stable_score_d|10||
ft_stable_score_d|11||
ft_stable_score_d|12||
ft_stable_score_d|13||
ft_stable_score_f|0||
ft_stable_score_f|1||
ft_stable_score_f|2||
ft_stable_score_f|3||
ft_stable_score_f|4||
ft_stable_score_f|5||
ft_stable_score_f|6||
ft_stable_score_f|7||
ft_stable_score_f|8||
ft_stable_score_f|9||
ft_stable_score_f|10||
ft_stable_score_f|11||
ft_stable_score_f|12||
ft_stable_score_f|13||
ft_tag_age|0-17||
ft_tag_age|18-24||
ft_tag_age|25-34||
ft_tag_age|35-44||
ft_tag_age|45+||
ft_tag_asset_management|1||
ft_tag_asset_management|0||
ft_tag_asset_management|0||
ft_tag_bookkeeping|1||
ft_tag_bookkeeping|0||
ft_tag_bourgeois|1||
ft_tag_bourgeois|0||
ft_tag_car_ownership|1||
ft_tag_city_tier|0||
ft_tag_city_tier|1||
ft_tag_city_tier|2||
ft_tag_city_tier|3||
ft_tag_city_tier|4||
ft_tag_consumption_level|0||
ft_tag_consumption_level|1||
ft_tag_consumption_level|2||
ft_tag_consumption_level|3||
ft_tag_consumption_range|1||
ft_tag_consumption_range|2||
ft_tag_consumption_range|3||
ft_tag_consumption_range|4||
ft_tag_consumption_range|5||
ft_tag_consumption_range|6||
ft_tag_consumption_range|7||
ft_tag_consumption_range|8||
ft_tag_consumption_range|9||
ft_tag_consumption_range|10||
ft_tag_education|1||
ft_tag_education|2||
ft_tag_education|3||
ft_tag_gender|0||
ft_tag_gender|1||
ft_tag_hotel|1||
ft_tag_hotel|0||
ft_tag_industry_ad|1||
ft_tag_industry_ad|0||
ft_tag_industry_financial|1||
ft_tag_industry_financial|0||
ft_tag_industry_it|1||
ft_tag_industry_it|0||
ft_tag_marrige|0||
ft_tag_marrige|1||
ft_tag_marrige|2||
ft_tag_occupation_entrepreneur|1||
ft_tag_occupation_entrepreneur|0||
ft_tag_occupation_it|1||
ft_tag_occupation_it|0||
ft_tag_occupation_medical|1||
ft_tag_occupation_medical|0||
ft_tag_occupation_office|1||
ft_tag_occupation_office|0||
ft_tag_occupation_teacher|1||
ft_tag_occupation_teacher|0||
ft_tag_p2p|0||
ft_tag_p2p|1||
ft_tag_p2p|2||
ft_tag_p2p|3||
ft_tag_parent_0to2y|1||
ft_tag_parent_0to2y|0||
ft_tag_parent_3to6y|1||
ft_tag_parent_3to6y|0||
ft_tag_parent_k1tok6|1||
ft_tag_parent_k1tok6|0||
ft_tag_parent_k7tok12|1||
ft_tag_parent_k7tok12|0||
ft_tag_primary_purchaser|1||
ft_tag_primary_purchaser|0||
ft_tag_property_owner|1||
ft_tag_property_owner|0||
ft_tag_purchaser|1||
ft_tag_purchaser|0||
ft_tag_residence|1||
ft_tag_residence|0||
ft_tag_shopping|0||
ft_tag_shopping|1||
ft_tag_shopping|2||
ft_tag_shopping|3||
ft_tag_stock|1||
ft_tag_stock|0||
ft_tag_stock|0||
ft_tag_travel|1||
ft_tag_travel|0||
mother|1||
mother|0||
parent|1||
parent|0||
ft_dev_phone_brand|Sony||
ft_dev_phone_brand|Mstar||
ft_dev_phone_brand|lge||
ft_dev_phone_brand|HTC||
ft_dev_phone_brand|alps||
ft_dev_phone_brand|BAOFENG||
ft_dev_phone_brand|LANDI||
ft_dev_phone_brand|QiKu||
ft_dev_phone_brand|DOOV||
ft_dev_phone_brand|koobee||
ft_dev_phone_brand|Gionee||
ft_dev_phone_brand|Lava||
ft_dev_phone_brand|Letv||
ft_dev_phone_brand|Sharp||
ft_dev_phone_brand|360||
ft_dev_phone_brand|Asus||
ft_dev_phone_brand|HiSTBAndroidV5||
ft_dev_phone_brand|LG||
ft_dev_phone_brand|Readboy||
ft_dev_phone_brand|NOAIN||
ft_dev_phone_brand|OPPO||
ft_dev_phone_brand|Vivo||
ft_dev_phone_brand|Huawei||
ft_dev_phone_brand|\N||
ft_dev_phone_brand|Apple||
ft_dev_phone_brand|OnePlus||
ft_dev_phone_brand|Android||
ft_dev_phone_brand|Xiaomi||
ft_dev_phone_brand|Hisense||
ft_dev_phone_brand|Coolpad||
ft_dev_phone_brand|TCL||
ft_dev_phone_brand|ZTE||
ft_dev_phone_brand|Smartisan||
ft_dev_phone_brand|Meitu||
ft_dev_phone_brand|Lenovo||
ft_dev_phone_brand|CMCC||
ft_dev_phone_brand|nubia||
ft_dev_phone_brand|Nokia||
ft_dev_phone_brand|ChangHong||
ft_dev_phone_brand|Motorola||
ft_dev_phone_brand|qcom||
ft_dev_phone_brand|xiaolajiao||
ft_dev_phone_brand|Tecno||
ft_dev_phone_brand|rockchip||
ft_dev_phone_brand|lephone||
ft_dev_phone_brand|HONOR||
ft_dev_phone_brand|Mi||
ft_dev_phone_brand|Samsung||
ft_dev_phone_brand|Meizu||
ft_dev_phone_brand|xiaomi||
ft_dev_phone_model|OPPO R9sk||
ft_dev_phone_model|OPPO A57t||
ft_dev_phone_model|PBBM00||
ft_dev_phone_model|ELE-AL00||
ft_dev_phone_model|PADM00||
ft_dev_phone_model|HMA-AL00||
ft_dev_phone_model|MI 8||
ft_dev_phone_model|PAR-AL00||
ft_dev_phone_model|COL-AL10||
ft_dev_phone_model|V1818A||
ft_dev_phone_model|PBEM00||
ft_dev_phone_model|iPhone11,8||
ft_dev_phone_model|iPhone11,6||
ft_dev_phone_model|OPPO A59s||
ft_dev_phone_model|iPhone10,1||
ft_dev_phone_model|BND-AL10||
ft_dev_phone_model|PBAT00||
ft_dev_phone_model|VCE-AL00||
ft_dev_phone_model|V1809A||
ft_dev_phone_model|PCAM10||
ft_dev_phone_model|\N||
ft_dev_phone_model|iPhone9,2||
ft_dev_phone_model|iPhone8,2||
ft_dev_phone_model|iPhone9,1||
ft_dev_phone_model|iPhone8,1||
ft_dev_phone_model|EML-AL00||
ft_dev_phone_model|OPPO R9m||
ft_dev_phone_model|iPhone7,1||
ft_dev_phone_model|OPPO A83||
ft_dev_phone_model|OPPO A37m||
ft_dev_phone_model|PACM00||
ft_dev_phone_model|OPPO R11||
ft_dev_phone_model|vivo Y66||
ft_dev_phone_model|vivo X20A||
ft_dev_phone_model|vivo X21A||
ft_dev_phone_model|OPPO R11s||
ft_dev_phone_model|V1813A||
ft_dev_phone_model|vivo Y85A||
ft_dev_phone_model|vivo X7||
ft_dev_phone_model|MHA-AL00||
ft_dev_phone_model|OPPO R9s Plus||
ft_dev_phone_model|JSN-AL00a||
ft_dev_phone_model|ALP-AL00||
ft_dev_phone_model|HWI-AL00||
ft_dev_phone_model|V1818CA||
ft_dev_phone_model|OPPO A57||
ft_dev_phone_model|PBAM00||
ft_dev_phone_model|OPPO R9s||
ft_dev_phone_model|iPhone7,2||
ft_dev_phone_model|vivo X9||
ft_tag_city|35090000||
ft_tag_city|53080000||
ft_tag_city|34160000||
ft_tag_city|21130000||
ft_tag_city|32130000||
ft_tag_city|65400000||
ft_tag_city|71250000||
ft_tag_city|71240000||
ft_tag_city|13020000||
ft_tag_city|41030000||
ft_tag_city|41100000||
ft_tag_city|42900400||
ft_tag_city|15020000||
ft_tag_city|53230000||
ft_tag_city|71260000||
ft_tag_city|62060000||
ft_tag_city|64030000||
ft_tag_city|41040000||
ft_tag_city|44520000||
ft_tag_city|36090000||
ft_tag_city|65420000||
ft_tag_city|54220000||
ft_tag_city|51320000||
ft_tag_city|46902600||
ft_tag_city|64010000||
ft_tag_city|22040000||
ft_tag_city|53250000||
ft_tag_city|65310000||
ft_tag_city|33030000||
ft_tag_city|44050000||
ft_tag_city|36010000||
ft_tag_city|42130000||
ft_tag_city|15250000||
ft_tag_city|65900200||
ft_tag_city|41140000||
ft_tag_city|52270000||
ft_tag_city|41110000||
ft_tag_city|44150000||
ft_tag_city|46902900||
ft_tag_city|71210000||
ft_tag_city|34050000||
ft_tag_city|15080000||
ft_tag_city|52030000||
ft_tag_city|32110000||
ft_tag_city|21070000||
ft_tag_city|46030000||
ft_tag_city|41010000||
ft_tag_city|32070000||
ft_tag_city|36040000||
ft_tag_city|33110000||
ft_tag_city|41120000||
ft_tag_city|46020000||
ft_tag_city|15290000||
ft_tag_city|34120000||
ft_tag_city|45020000||
ft_tag_city|51190000||
ft_tag_city|22240000||
ft_tag_city|65280000||
ft_tag_city|42902100||
ft_tag_city|51050000||
ft_tag_city|62020000||
ft_tag_city|15070000||
ft_tag_city|51010000||
ft_tag_city|51170000||
ft_tag_city|22070000||
ft_tag_city|44160000||
ft_tag_city|46902500||
ft_tag_city|63010000||
ft_tag_city|36050000||
ft_tag_city|61050000||
ft_tag_city|42080000||
ft_tag_city|71220000||
ft_tag_city|45070000||
ft_tag_city|42090000||
ft_tag_city|13080000||
ft_tag_city|37130000||
ft_tag_city|13050000||
ft_tag_city|33080000||
ft_tag_city|41080000||
ft_tag_city|41050000||
ft_tag_city|33100000||
ft_tag_city|37080000||
ft_tag_city|65430000||
ft_tag_city|46900600||
ft_tag_city|14070000||
ft_tag_city|46902200||
ft_tag_city|44130000||
ft_tag_city|37110000||
ft_tag_city|23090000||
